Date,Open,High,Low,Close,Adj Close,Volume
2002-10-07,3.186379,3.186379,2.971083,3.078731,2.733616,12039244
2002-10-08,3.067966,3.186379,3.014142,3.175614,2.819638,3679819
2002-10-09,3.164849,3.369380,3.143320,3.294027,2.924778,13144700
2002-10-10,3.283262,3.337086,3.240203,3.261732,2.896103,4721409
2002-10-11,3.283262,3.283262,3.197144,3.207908,2.848312,1713920
2002-10-14,3.207908,3.207908,3.207908,3.207908,2.848312,0
2002-10-15,3.229438,3.380145,3.229438,3.358615,2.982125,4582065
2002-10-16,3.401675,3.487793,3.401675,3.433969,3.049033,6798364
2002-10-17,3.423204,3.616971,3.423204,3.509323,3.115940,10497181
2002-10-18,3.563147,3.638500,3.487793,3.509323,3.115940,6844069
2002-10-21,3.455499,3.530852,3.455499,3.509323,3.115940,2684677
2002-10-22,3.552382,3.552382,3.380145,3.412439,3.029916,1727390
2002-10-23,3.444734,3.444734,3.358615,3.401675,3.020359,2824020
2002-10-24,3.401675,3.444734,3.390910,3.423204,3.039474,2782217
2002-10-25,3.423204,3.423204,3.369380,3.401675,3.020359,2371155
2002-10-28,3.401675,3.401675,3.369380,3.390910,3.010800,1644248
2002-10-29,3.401675,3.520087,3.401675,3.466263,3.077707,5176596
2002-10-30,3.466263,3.466263,3.433969,3.455499,3.068149,1890421
2002-10-31,3.455499,3.477028,3.380145,3.433969,3.049033,9408832
2002-11-01,3.390910,3.401675,3.337086,3.369380,2.991684,7220295
2002-11-04,3.380145,3.444734,3.380145,3.401675,3.020359,7466468
2002-11-05,3.401675,3.401675,3.121790,3.240203,2.876987,20866631
2002-11-06,3.218673,3.250968,3.207908,3.229438,2.867429,11101409
2002-11-07,3.207908,3.294027,3.207908,3.250968,2.886545,8657852
2002-11-08,3.240203,3.261732,3.218673,3.261732,2.896103,2157495
2002-11-11,3.261732,3.261732,3.250968,3.250968,2.886545,462154
2002-11-12,3.250968,3.261732,3.240203,3.250968,2.886545,629366
2002-11-13,3.250968,3.272497,3.240203,3.261732,2.896103,1336244
2002-11-14,3.250968,3.347851,3.250968,3.326321,2.953451,2559268
2002-11-15,3.326321,3.369380,3.326321,3.337086,2.963010,1242476
2002-11-18,3.358615,3.369380,3.337086,3.358615,2.982125,3664723
2002-11-19,3.433969,3.433969,3.347851,3.369380,2.991684,1546708
2002-11-20,3.358615,3.358615,3.229438,3.261732,2.896103,1899711
2002-11-21,3.272497,3.283262,3.218673,3.229438,2.867429,3399971
2002-11-22,3.272497,3.272497,3.218673,3.218673,2.857871,1637281
2002-11-25,3.250968,3.261732,3.229438,3.229438,2.867429,2083179
2002-11-26,3.240203,3.283262,3.229438,3.229438,2.867429,2863500
2002-11-27,3.229438,3.229438,3.100260,3.100260,2.752731,7698706
2002-11-28,3.121790,3.261732,3.121790,3.240203,2.876987,8452678
2002-11-29,3.250968,3.250968,3.197144,3.229438,2.867429,3434807
2002-12-02,3.229438,3.229438,3.229438,3.229438,2.867429,0
2002-12-03,3.218673,3.229438,3.207908,3.218673,2.857871,3055329
2002-12-04,3.229438,3.229438,3.175614,3.186379,2.829196,803545
2002-12-05,3.164849,3.186379,3.164849,3.186379,2.829196,1055064
2002-12-06,3.164849,3.164849,3.143320,3.164849,2.810080,2857458
2002-12-09,3.154084,3.175614,3.154084,3.164849,2.810080,2928527
2002-12-10,3.143320,3.154084,3.132555,3.143320,2.790964,1462173
2002-12-11,3.132555,3.132555,2.960318,3.100260,2.752731,13492565
2002-12-12,3.078731,3.175614,3.067966,3.175614,2.819638,4909522
2002-12-13,3.154084,3.164849,3.089496,3.143320,2.790964,1638024
2002-12-16,3.121790,3.218673,3.078731,3.207908,2.848312,1263377
2002-12-17,3.197144,3.261732,3.121790,3.121790,2.771848,1426009
2002-12-18,3.229438,3.229438,3.164849,3.186379,2.829196,901085
2002-12-19,3.197144,3.207908,3.143320,3.207908,2.848312,434286
2002-12-20,3.143320,3.164849,3.121790,3.132555,2.781406,904336
2002-12-23,3.132555,3.207908,3.132555,3.207908,2.848312,953571
2002-12-24,3.197144,3.240203,3.197144,3.240203,2.876987,2507247
2002-12-25,3.240203,3.240203,3.240203,3.240203,2.876987,0
2002-12-26,3.240203,3.240203,3.240203,3.240203,2.876987,0
2002-12-27,3.250968,3.283262,3.229438,3.283262,2.915220,1504905
2002-12-30,3.229438,3.326321,3.229438,3.326321,2.953451,2015830
2002-12-31,3.315556,3.390910,3.315556,3.390910,3.010800,3523058
2003-01-01,3.390910,3.390910,3.390910,3.390910,3.010800,0
2003-01-02,3.337086,3.337086,3.315556,3.337086,2.963010,1449168
2003-01-03,3.337086,3.347851,3.294027,3.294027,2.924778,3704668
2003-01-06,3.315556,3.315556,3.250968,3.261732,2.896103,1275453
2003-01-07,3.283262,3.337086,3.229438,3.229438,2.867429,2805441
2003-01-08,3.272497,3.337086,3.272497,3.315556,2.943893,2582492
2003-01-09,3.380145,3.487793,3.380145,3.455499,3.068149,12297029
2003-01-10,3.520087,3.821502,3.509323,3.724618,3.307101,15780607
2003-01-13,3.713854,3.724618,3.638500,3.660030,3.249753,5011707
2003-01-14,3.660030,3.660030,3.606206,3.660030,3.249753,3595052
2003-01-15,3.660030,3.692324,3.638500,3.692324,3.278427,5622494
2003-01-16,3.681559,3.692324,3.595441,3.660030,3.249753,5028892
2003-01-17,3.616971,3.692324,3.616971,3.660030,3.249753,998625
2003-01-20,3.660030,3.681559,3.660030,3.670795,3.259312,1767335
2003-01-21,3.660030,3.703089,3.649265,3.692324,3.278427,1929902
2003-01-22,3.692324,3.939914,3.692324,3.875326,3.440915,9220672
2003-01-23,3.660030,3.660030,3.035672,3.100260,2.752731,112006088
2003-01-24,2.906494,2.906494,2.658904,2.798846,2.485105,117686870
2003-01-27,2.798846,2.798846,2.798846,2.798846,2.485105,0
2003-01-28,2.798846,2.798846,2.798846,2.798846,2.485105,0
2003-01-29,2.928024,2.981848,2.874200,2.895729,2.571128,33326227
2003-01-30,2.938788,2.938788,2.863435,2.884964,2.561569,18472251
2003-01-31,2.884964,2.884964,2.884964,2.884964,2.561569,0
2003-02-03,2.884964,2.884964,2.884964,2.884964,2.561569,0
2003-02-04,2.928024,2.981848,2.884964,2.971083,2.638035,11269606
2003-02-05,2.992612,3.078731,2.981848,3.078731,2.733616,13074155
2003-02-06,3.100260,3.100260,2.928024,2.938788,2.609360,8678753
2003-02-07,2.949553,3.121790,2.949553,3.121790,2.771848,23822966
2003-02-10,3.089496,3.272497,3.089496,3.229438,2.867429,21098869
2003-02-11,3.229438,3.229438,3.175614,3.218673,2.857871,5949950
2003-02-12,3.207908,3.240203,3.175614,3.229438,2.867429,5548303
2003-02-13,3.207908,3.229438,3.154084,3.164849,2.810080,5435774
2003-02-14,3.143320,3.197144,3.078731,3.111025,2.762289,7378217
2003-02-17,3.207908,3.261732,3.121790,3.197144,2.838755,15414474
2003-02-18,3.186379,3.186379,3.057201,3.057201,2.714499,11470260
2003-02-19,3.121790,3.164849,3.111025,3.143320,2.790964,9603062
2003-02-20,3.164849,3.240203,3.164849,3.218673,2.857871,13297977
2003-02-21,3.229438,3.272497,3.218673,3.250968,2.886545,16642212
2003-02-24,3.283262,3.380145,3.283262,3.369380,2.991684,10838571
2003-02-25,3.380145,3.423204,3.337086,3.369380,2.991684,10554776
2003-02-26,3.347851,3.401675,3.347851,3.390910,3.010800,5555145
2003-02-27,3.390910,3.412439,3.380145,3.401675,3.020359,5650363
2003-02-28,3.412439,3.433969,3.390910,3.401675,3.020359,3195602
2003-03-03,3.423204,3.573911,3.423204,3.573911,3.173287,10276554
2003-03-04,3.509323,3.530852,3.466263,3.498558,3.106382,5308972
2003-03-05,3.487793,3.487793,3.315556,3.337086,2.963010,7493993
2003-03-06,3.272497,3.294027,3.175614,3.175614,2.872266,5242087
2003-03-07,3.164849,3.207908,3.154084,3.154084,2.852792,2886724
2003-03-10,3.164849,3.186379,3.057201,3.067966,2.774901,4602967
2003-03-11,3.035672,3.250968,2.949553,3.229438,2.920948,4468733
2003-03-12,3.229438,3.358615,3.229438,3.358615,3.037786,4746955
2003-03-13,3.380145,3.412439,3.315556,3.347851,3.028049,4735343
2003-03-14,3.401675,3.401675,3.326321,3.337086,3.018313,1495616
2003-03-17,3.315556,3.347851,3.294027,3.337086,3.018313,1946158
2003-03-18,3.380145,3.412439,3.326321,3.337086,3.018313,926631
2003-03-19,3.358615,3.380145,3.315556,3.380145,3.057259,3006559
2003-03-20,3.380145,3.380145,3.337086,3.337086,3.018313,496990
2003-03-21,3.347851,3.380145,3.337086,3.380145,3.057259,1576899
2003-03-24,3.401675,3.455499,3.380145,3.444734,3.115678,4222096
2003-03-25,3.380145,3.401675,3.369380,3.390910,3.066996,520214
2003-03-26,3.390910,3.390910,3.347851,3.358615,3.037786,44125
2003-03-27,3.347851,3.369380,3.304791,3.347851,3.028049,1816105
2003-03-28,3.337086,3.401675,3.337086,3.401675,3.076732,935921
2003-03-31,3.369380,3.369380,3.272497,3.283262,2.969631,3281530
2003-04-01,3.304791,3.304791,3.143320,3.283262,2.969631,3750652
2003-04-02,3.229438,3.272497,3.229438,3.272497,2.959894,1697663
2003-04-03,3.250968,3.250968,3.218673,3.229438,2.920948,2364188
2003-04-04,3.250968,3.380145,3.250968,3.369380,3.047522,5130613
2003-04-07,3.294027,3.380145,3.294027,3.380145,3.057259,946232
2003-04-08,3.347851,3.390910,3.294027,3.390910,3.066996,1042750
2003-04-09,3.337086,3.347851,3.272497,3.347851,3.028049,1112422
2003-04-10,3.294027,3.326321,3.272497,3.326321,3.008576,1582937
2003-04-11,3.272497,3.272497,3.164849,3.240203,2.930685,5125504
2003-04-14,3.250968,3.250968,3.186379,3.197144,2.891739,747343
2003-04-15,3.186379,3.240203,3.154084,3.229438,2.920948,1072941
2003-04-16,3.240203,3.272497,3.240203,3.261732,2.950158,1816105
2003-04-17,3.261732,3.261732,3.261732,3.261732,2.950158,661879
2003-04-18,3.261732,3.261732,3.261732,3.261732,2.950158,0
2003-04-21,3.261732,3.261732,3.261732,3.261732,2.950158,0
2003-04-22,3.326321,3.326321,3.240203,3.272497,2.959894,966112
2003-04-23,3.250968,3.272497,3.218673,3.261732,2.950158,4805014
2003-04-24,3.240203,3.261732,3.078731,3.121790,2.823583,7169203
2003-04-25,3.078731,3.089496,2.992612,3.046436,2.755427,9132919
2003-04-28,3.078731,3.197144,3.078731,3.143320,2.843056,5462793
2003-04-29,3.218673,3.283262,3.218673,3.229438,2.920948,6319674
2003-04-30,3.272497,3.326321,3.261732,3.326321,3.008576,7577478
2003-05-01,3.326321,3.326321,3.326321,3.326321,3.008576,0
2003-05-02,3.315556,3.315556,3.240203,3.272497,2.959894,3741362
2003-05-05,3.283262,3.358615,3.283262,3.347851,3.028049,5337835
2003-05-06,3.315556,3.337086,3.294027,3.304791,2.989104,5403725
2003-05-07,3.304791,3.304791,3.186379,3.229438,2.920948,3759941
2003-05-08,3.229438,3.229438,3.229438,3.229438,2.920948,0
2003-05-09,3.218673,3.261732,3.143320,3.197144,2.891739,5315939
2003-05-12,3.261732,3.272497,3.229438,3.261732,2.950158,2914593
2003-05-13,3.261732,3.261732,3.186379,3.218673,2.911212,6637376
2003-05-14,3.218673,3.250968,3.197144,3.218673,2.911212,5130148
2003-05-15,3.197144,3.207908,3.197144,3.207908,2.901475,1381819
2003-05-16,3.229438,3.240203,3.197144,3.218673,2.911212,2868145
2003-05-19,3.197144,3.240203,3.186379,3.240203,2.930685,1753400
2003-05-20,3.186379,3.229438,3.186379,3.229438,2.920948,2682819
2003-05-21,3.229438,3.358615,3.229438,3.347851,3.028049,13815869
2003-05-22,3.358615,3.444734,3.358615,3.390910,3.066996,11286792
2003-05-23,3.390910,3.390910,3.294027,3.369380,3.047522,6300631
2003-05-26,3.358615,3.433969,3.358615,3.412439,3.086468,10153468
2003-05-27,3.423204,3.423204,3.380145,3.412439,3.086468,4526328
2003-05-28,3.423204,3.433969,3.369380,3.380145,3.057259,3483577
2003-05-29,3.369380,3.390910,3.358615,3.358615,3.037786,3142187
2003-05-30,3.369380,3.390910,3.358615,3.390910,3.066996,2526755
2003-06-02,3.401675,3.498558,3.401675,3.498558,3.164361,7938841
2003-06-03,3.487793,3.487793,3.401675,3.444734,3.115678,4391630
2003-06-04,3.444734,3.444734,3.444734,3.444734,3.115678,0
2003-06-05,3.444734,3.563147,3.444734,3.477028,3.144887,7701029
2003-06-06,3.509323,3.530852,3.487793,3.520087,3.183833,4131523
2003-06-09,3.520087,3.573911,3.509323,3.520087,3.183833,3700953
2003-06-10,3.530852,3.530852,3.390910,3.412439,3.086468,4140812
2003-06-11,3.401675,3.433969,3.380145,3.423204,3.096205,4233708
2003-06-12,3.433969,3.433969,3.369380,3.390910,3.066996,2601127
2003-06-13,3.390910,3.433969,3.380145,3.433969,3.105941,9431206
2003-06-16,3.433969,3.595441,3.433969,3.563147,3.222780,11084744
2003-06-17,3.573911,3.821502,3.573911,3.767678,3.407773,14754113
2003-06-18,3.767678,3.789207,3.713854,3.724618,3.368827,7903076
2003-06-19,3.724618,3.799972,3.724618,3.756913,3.398037,5396758
2003-06-20,3.767678,3.767678,3.724618,3.735383,3.378563,671169
2003-06-23,3.735383,3.756913,3.703089,3.703089,3.349354,1948481
2003-06-24,3.638500,3.638500,3.584676,3.595441,3.251989,6655955
2003-06-25,3.606206,3.649265,3.595441,3.638500,3.290935,975401
2003-06-26,3.638500,3.681559,3.616971,3.670795,3.320145,2475662
2003-06-27,3.681559,3.875326,3.681559,3.864561,3.495401,5420447
2003-06-30,3.875326,3.875326,3.724618,3.756913,3.398037,1409687
2003-07-01,3.756913,3.756913,3.756913,3.756913,3.398037,0
2003-07-02,3.767678,3.853796,3.767678,3.832266,3.466192,1922934
2003-07-03,3.821502,3.875326,3.821502,3.875326,3.505138,7055406
2003-07-04,3.864561,3.875326,3.853796,3.864561,3.495401,4465946
2003-07-07,3.875326,3.875326,3.810737,3.810737,3.446719,2034409
2003-07-08,3.875326,3.875326,3.595441,3.681559,3.329880,12050856
2003-07-09,3.670795,3.767678,3.670795,3.767678,3.407773,5320584
2003-07-10,3.724618,3.799972,3.703089,3.746148,3.388301,1871842
2003-07-11,3.724618,3.789207,3.703089,3.789207,3.427245,1316792
2003-07-14,3.799972,3.939914,3.799972,3.918385,3.544084,2020475
2003-07-15,3.939914,4.112151,3.939914,4.047562,3.660921,10771222
2003-07-16,4.090622,4.090622,4.015268,4.015268,3.631712,7970426
2003-07-17,4.047562,4.069092,3.821502,3.821502,3.456455,4426466
2003-07-18,3.832266,3.853796,3.735383,3.843031,3.475928,3464998
2003-07-21,3.875326,3.896855,3.821502,3.832266,3.466192,1221574
2003-07-22,3.843031,3.843031,3.735383,3.767678,3.407773,1776624
2003-07-23,3.789207,3.832266,3.746148,3.789207,3.427245,2080857
2003-07-24,3.767678,3.799972,3.713854,3.799972,3.436982,3532347
2003-07-25,3.767678,3.799972,3.713854,3.789207,3.427245,4584388
2003-07-28,3.810737,3.961444,3.810737,3.907620,3.534347,4742310
2003-07-29,3.918385,3.972209,3.907620,3.961444,3.583030,1576899
2003-07-30,3.972209,4.262858,3.939914,4.187505,3.787496,8675966
2003-07-31,4.198269,4.209034,4.112151,4.165975,3.768023,4607612
2003-08-01,4.165975,4.187505,4.112151,4.144445,3.748550,6203090
2003-08-04,4.112151,4.133681,4.047562,4.090622,3.699868,3578795
2003-08-05,4.133681,4.413565,4.133681,4.305917,3.894597,9830656
2003-08-06,4.305917,4.305917,4.155210,4.262858,3.855652,5622494
2003-08-07,4.262858,4.262858,4.165975,4.165975,3.768023,611716
2003-08-08,4.252093,4.252093,4.090622,4.133681,3.738815,1179771
2003-08-11,4.122916,4.122916,3.875326,3.982974,3.602503,4070212
2003-08-12,4.004503,4.090622,3.993738,3.993738,3.612239,3044646
2003-08-13,4.069092,4.079857,3.993738,4.026033,3.641449,6799014
2003-08-14,4.047562,4.165975,4.036798,4.155210,3.758286,3562538
2003-08-15,4.047562,4.047562,3.972209,4.047562,3.660921,6723305
2003-08-18,4.026033,4.133681,4.026033,4.133681,3.738815,2745059
2003-08-19,4.241329,4.295153,4.176740,4.230564,3.826442,9294185
2003-08-20,4.165975,4.176740,3.982974,4.133681,3.738815,7831082
2003-08-21,4.155210,4.499684,4.122916,4.499684,4.069854,7190104
2003-08-22,4.478154,4.897981,4.370506,4.887216,4.420368,4514716
2003-08-25,4.779568,4.833392,4.305917,4.305917,3.894597,6237926
2003-08-26,4.370506,4.370506,4.284388,4.305917,3.894597,4154747
2003-08-27,4.305917,4.510448,4.305917,4.510448,4.079590,1180700
2003-08-28,4.478154,4.607332,4.402801,4.607332,4.167220,4273035
2003-08-29,4.693450,4.693450,4.542743,4.585802,4.147747,2626617
2003-09-01,4.628861,4.779568,4.628861,4.714980,4.264585,2201621
2003-09-02,4.693450,4.801098,4.693450,4.779568,4.323004,2559268
2003-09-03,4.887216,4.887216,4.736509,4.844157,4.381423,3423195
2003-09-04,4.844157,4.844157,4.736509,4.736509,4.284057,1098488
2003-09-05,4.736509,4.801098,4.693450,4.704215,4.254848,1162586
2003-09-08,4.704215,4.704215,4.628861,4.693450,4.245111,2719513
2003-09-09,4.693450,4.779568,4.661156,4.779568,4.323004,2545947
2003-09-10,4.736509,4.747274,4.671920,4.693450,4.245111,4969904
2003-09-11,4.661156,4.736509,4.607332,4.736509,4.284057,1611735
2003-09-12,4.736509,4.736509,4.736509,4.736509,4.284057,0
2003-09-15,4.671920,4.704215,4.671920,4.704215,4.254848,1558320
2003-09-16,4.650391,4.714980,4.650391,4.682685,4.235374,740840
2003-09-17,4.661156,4.671920,4.661156,4.671920,4.225638,10713162
2003-09-18,4.671920,4.725744,4.650391,4.693450,4.245111,2423641
2003-09-19,4.650391,4.671920,4.435095,4.435095,4.011436,2510498
2003-09-22,4.435095,4.435095,4.176740,4.198269,3.797232,1644248
2003-09-23,4.155210,4.155210,3.982974,4.090622,3.699868,4461301
2003-09-24,4.090622,4.219799,4.090622,4.165975,3.768023,3699559
2003-09-25,4.219799,4.338212,4.219799,4.305917,3.894597,3095739
2003-09-26,4.305917,4.316682,4.241329,4.295153,3.884862,2327029
2003-09-29,4.284388,4.284388,4.112151,4.155210,3.758286,2881151
2003-09-30,4.155210,4.241329,4.069092,4.241329,3.836179,7106498
2003-10-01,4.241329,4.241329,4.241329,4.241329,3.836179,0
2003-10-02,4.155210,4.284388,4.144445,4.273623,3.865389,6080585
2003-10-03,4.305917,4.542743,4.305917,4.478154,4.050381,7060051
2003-10-06,4.521213,4.596567,4.435095,4.435095,4.011436,3564861
2003-10-07,4.499684,4.510448,4.305917,4.413565,3.991962,4003792
2003-10-08,4.413565,4.499684,4.348977,4.445860,4.021172,3869093
2003-10-09,4.413565,4.435095,4.359741,4.381271,3.962753,3857481
2003-10-10,4.392036,4.499684,4.392036,4.435095,4.011436,3221148
2003-10-13,4.413565,4.510448,4.413565,4.478154,4.050381,5322906
2003-10-14,4.521213,4.682685,4.478154,4.575037,4.138011,5745580
2003-10-15,4.585802,4.682685,4.585802,4.661156,4.215902,2626617
2003-10-16,4.671920,4.801098,4.671920,4.725744,4.274320,1151903
2003-10-17,4.714980,4.725744,4.531978,4.575037,4.138011,717617
2003-10-20,4.585802,4.887216,4.564272,4.887216,4.420368,3667046
2003-10-21,4.887216,5.059453,4.865687,4.984099,4.507996,3899284
2003-10-22,4.984099,5.210160,4.984099,5.124042,4.634572,9080526
2003-10-23,5.037923,5.080983,4.811863,4.822628,4.361949,5759515
2003-10-24,4.908746,4.908746,4.413565,4.488919,4.060118,12661644
2003-10-27,4.564272,4.628861,4.478154,4.510448,4.079590,6558415
2003-10-28,4.521213,4.758039,4.521213,4.618096,4.176956,7519883
2003-10-29,4.693450,4.714980,4.435095,4.445860,4.021172,10074506
2003-10-30,4.445860,4.499684,4.262858,4.305917,3.894597,14503295
2003-10-31,4.348977,4.413565,4.295153,4.359741,3.943280,16825680
2003-11-03,4.359741,4.359741,4.198269,4.273623,3.865389,6653633
2003-11-04,4.305917,4.370506,4.209034,4.273623,3.865389,8198019
2003-11-05,4.273623,4.305917,4.262858,4.284388,3.875125,6388881
2003-11-06,4.316682,4.542743,4.316682,4.510448,4.079590,11077986
2003-11-07,4.531978,4.704215,4.531978,4.650391,4.206165,12714594
2003-11-10,4.661156,4.661156,4.467389,4.585802,4.147747,3399971
2003-11-11,4.531978,4.564272,4.478154,4.510448,4.079590,2448165
2003-11-12,4.521213,4.768804,4.510448,4.768804,4.313268,9644865
2003-11-13,4.822628,4.833392,4.671920,4.801098,4.342476,3520735
2003-11-14,4.801098,4.811863,4.736509,4.790333,4.332740,2761316
2003-11-17,4.682685,4.736509,4.585802,4.736509,4.284057,2668420
2003-11-18,4.714980,4.714980,4.575037,4.639626,4.196430,3885814
2003-11-19,4.596567,4.714980,4.596567,4.671920,4.225638,2187686
2003-11-20,4.736509,4.747274,4.671920,4.682685,4.235374,1566681
2003-11-21,4.628861,4.650391,4.607332,4.628861,4.186693,5306650
2003-11-24,4.628861,4.714980,4.607332,4.682685,4.235374,3059974
2003-11-25,4.671920,4.758039,4.628861,4.758039,4.303531,3288497
2003-11-26,4.758039,4.768804,4.682685,4.736509,4.284057,1857908
2003-11-27,4.671920,4.790333,4.671920,4.768804,4.313268,692070
2003-11-28,4.779568,4.779568,4.725744,4.725744,4.274320,1784520
2003-12-01,4.650391,4.908746,4.650391,4.865687,4.400896,3585762
2003-12-02,4.951805,5.016394,4.822628,4.844157,4.381423,3293142
2003-12-03,4.844157,4.919511,4.714980,4.725744,4.274320,4456657
2003-12-04,4.714980,4.714980,4.488919,4.531978,4.099063,11851131
2003-12-05,4.542743,4.596567,4.521213,4.531978,4.099063,5617849
2003-12-08,4.542743,4.607332,4.542743,4.596567,4.157484,5230011
2003-12-09,4.596567,4.628861,4.596567,4.596567,4.157484,5469811
2003-12-10,4.607332,4.607332,4.531978,4.596567,4.157484,4356794
2003-12-11,4.542743,4.585802,4.499684,4.553508,4.118536,4563486
2003-12-12,4.553508,4.596567,4.499684,4.564272,4.128273,5144083
2003-12-15,4.585802,4.618096,4.510448,4.521213,4.089327,6089293
2003-12-16,4.521213,4.542743,4.370506,4.445860,4.021172,6768127
2003-12-17,4.435095,4.521213,4.381271,4.424330,4.001699,3481766
2003-12-18,4.413565,4.424330,4.359741,4.370506,3.953017,4772501
2003-12-19,4.392036,4.435095,4.327447,4.327447,3.914071,11391299
2003-12-22,4.305917,4.305917,4.230564,4.252093,3.845915,12134462
2003-12-23,4.305917,4.370506,4.273623,4.316682,3.904334,6772075
2003-12-24,4.316682,4.359741,4.305917,4.338212,3.923808,1569467
2003-12-25,4.338212,4.338212,4.338212,4.338212,3.923808,0
2003-12-26,4.338212,4.338212,4.338212,4.338212,3.923808,0
2003-12-29,4.370506,4.370506,4.252093,4.295153,3.884862,3372103
2003-12-30,4.305917,4.370506,4.284388,4.284388,3.875125,6229129
2003-12-31,4.305917,4.402801,4.305917,4.402801,3.982227,3869093
2004-01-01,4.402801,4.402801,4.402801,4.402801,3.982227,0
2004-01-02,4.478154,4.478154,4.381271,4.413565,3.991962,4856107
2004-01-05,4.413565,4.488919,4.359741,4.456625,4.030908,6351723
2004-01-06,4.456625,4.478154,4.327447,4.402801,3.982227,8170151
2004-01-07,4.402801,4.521213,4.402801,4.499684,4.069854,10418220
2004-01-08,4.531978,4.542743,4.488919,4.521213,4.089327,4749277
2004-01-09,4.564272,4.704215,4.564272,4.650391,4.206165,9900328
2004-01-12,4.596567,4.628861,4.585802,4.607332,4.167220,3172378
2004-01-13,4.618096,4.725744,4.575037,4.596567,4.157484,6316887
2004-01-14,4.596567,4.618096,4.553508,4.575037,4.138011,3785487
2004-01-15,4.575037,4.585802,4.445860,4.553508,4.118536,4689360
2004-01-16,4.542743,4.596567,4.542743,4.585802,4.147747,3253661
2004-01-19,4.596567,4.628861,4.575037,4.607332,4.167220,2638229
2004-01-20,4.607332,4.671920,4.607332,4.650391,4.206165,4270866
2004-01-21,4.693450,4.714980,4.661156,4.682685,4.235374,2436182
2004-01-22,4.682685,4.682685,4.682685,4.682685,4.235374,0
2004-01-23,4.682685,4.682685,4.682685,4.682685,4.235374,0
2004-01-26,4.650391,4.865687,4.650391,4.822628,4.361949,5369131
2004-01-27,4.887216,4.908746,4.811863,4.844157,4.381423,5671264
